zipf_= 0.8 ctx = 0.0----------------------------------------------------------
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
91,3033963279702,3033963383120,103417,普通,1,2395096,0
90,3033963275406,3033963385724,110318,普通,1,2397700,0
92,3033963382713,3033963398719,16006,普通,1,2410695,0
93,3033963470685,3033963487533,16847,普通,1,2499509,0
96,3033963399012,3033963487835,88822,普通,1,2499810,0
95,3033963470682,3033963582487,111805,普通,1,2594463,0
97,3033963487793,3033963600146,112352,普通,1,2612121,0
99,3033963582829,3033963603364,20534,普通,1,2615339,0
94,3033963590771,3033963694261,103489,普通,1,2706236,0
101,3033963690400,3033963701864,11463,普通,1,2713839,0
98,3033963595713,3033963704234,108520,普通,1,2716210,0
289,3033971018082,3033971018082,0,普通,2,10030058,1
291,3033971019026,3033971019026,0,普通,2,10031002,1

=== 执行统计 ===
第一笔交易开始时间: 3033960988024 微秒
最后一笔交易完成时间: 3033963704234 微秒
前100笔交易总执行时间(包含跨链延迟): 2716210 微秒
前100笔交易总执行时间(不含跨链延迟): 2716210 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
2,3033994903091,3033994912142,9050,普通,1,9050,0
5,3033994912521,3033994918375,5853,普通,1,15283,0
6,3033994918617,3033994925775,7157,普通,1,22684,0
3,3033994903382,3033994983151,79769,普通,1,80060,0
4,3033994903386,3033994984426,81040,普通,1,81335,0
8,3033994983617,3033994991797,8180,普通,1,88706,0
1,3033994903092,3033994991812,88720,普通,1,88720,0
9,3033994984687,3033994998276,13588,普通,1,95184,0
10,3033994992060,3033995001683,9623,普通,1,98591,0
7,3033994983370,3033995073408,90038,普通,1,170317,0
11,3033994992085,3033995083803,91717,普通,1,180712,0
12,3033994998831,3033995088200,89368,普通,1,185108,0
14,3033995073762,3033995089135,15373,普通,1,186044,0
13,3033995001974,3033995090599,88625,普通,1,187508,0
18,3033995090919,3033995169451,78531,普通,1,266359,0
15,3033995084054,3033995170923,86869,普通,1,267831,0
20,3033995171363,3033995299808,128445,普通,1,396717,0
16,3033995088588,3033995300571,211983,普通,1,397480,0
19,3033995170316,3033995308174,137858,普通,1,405082,0
21,3033995300143,3033995308768,8624,普通,1,405676,0
17,3033995175561,3033995313898,138336,普通,1,410806,0
23,3033995308405,3033995317306,8901,普通,1,414214,0
24,3033995309022,3033995383999,74977,普通,1,480907,0
22,3033995300865,3033995389133,88268,普通,1,486042,0
26,3033995317566,3033995394767,77201,普通,1,491676,0
27,3033995384301,3033995503873,119572,普通,1,600782,0
25,3033995396090,3033995507411,111320,普通,1,604319,0
28,3033995389499,3033995507666,118166,普通,1,604574,0
29,3033995395072,3033995509033,113961,普通,1,605941,0
33,3033995509298,3033995580510,71211,普通,1,677418,0
30,3033995504134,3033995583515,79380,普通,1,680423,0
32,3033995507974,3033995584730,76756,普通,1,681639,0
31,3033995507668,3033995586579,78911,普通,1,683488,0
34,3033995580854,3033995594873,14019,普通,1,691782,0
35,3033995583783,3033995679570,95786,普通,1,776479,0
37,3033995586881,3033995679819,92938,普通,1,776728,0
38,3033995595098,3033995688911,93813,普通,1,785820,0
40,3033995680082,3033995780715,100633,普通,1,877623,0
36,3033995682510,3033995788045,105535,普通,1,884954,0
39,3033995679919,3033995788779,108860,普通,1,885688,0
41,3033995689235,3033995789765,100529,普通,1,886673,0
43,3033995788293,3033995796419,8126,普通,1,893328,0
42,3033995781050,3033995876255,95205,普通,1,973164,0
45,3033995790048,3033995880354,90305,普通,1,977262,0
44,3033995789090,3033995882531,93441,普通,1,979439,0
48,3033995880603,3033995888903,8300,普通,1,985812,0
47,3033995876721,3033995974330,97609,普通,1,1071239,0
46,3033995796741,3033995975570,178828,普通,1,1072479,0
50,3033995889197,3033995981795,92598,普通,1,1078704,0
53,3033995982080,3033995990911,8830,普通,1,1087819,0
51,3033995974638,3033996080256,105617,普通,1,1177164,0
49,3033995980030,3033996082389,102359,普通,1,1179298,0
52,3033995975964,3033996083198,107233,普通,1,1180106,0
54,3033995991153,3033996083370,92216,普通,1,1180278,0
58,3033996091294,3033996194736,103442,普通,1,1291644,0
56,3033996082756,3033996195882,113126,普通,1,1292791,0
55,3033996080527,3033996197827,117300,普通,1,1294736,0
57,3033996083495,3033996205404,121909,普通,1,1302313,0
59,3033996195005,3033996205438,10432,普通,1,1302346,0
62,3033996205714,3033996302597,96883,普通,1,1399506,0
61,3033996198092,3033996304833,106740,普通,1,1401741,0
60,3033996196197,3033996309039,112841,普通,1,1405947,0
63,3033996205720,3033996383439,177719,普通,1,1480347,0
64,3033996382181,3033996392672,10491,普通,1,1489581,0
66,3033996309269,3033996395083,85813,普通,1,1491991,0
65,3033996305565,3033996399569,94004,普通,1,1496477,0
67,3033996383795,3033996489353,105558,普通,1,1586261,0
68,3033996489224,3033996508186,18962,普通,1,1605095,0
71,3033996489619,3033996508490,18870,普通,1,1605398,0
69,3033996395395,3033996578452,183056,普通,1,1675360,0
70,3033996486361,3033996582659,96297,普通,1,1679568,0
72,3033996581855,3033996591536,9680,普通,1,1688444,0
74,3033996578818,3033996698573,119755,普通,1,1795482,0
75,3033996583144,3033996698605,115461,普通,1,1795514,0
78,3033996698930,3033996787095,88164,普通,1,1884003,0
76,3033996704952,3033996789999,85046,普通,1,1886907,0
73,3033996692855,3033996792032,99177,普通,1,1888940,0
77,3033996698817,3033996796064,97247,普通,1,1892973,0
80,3033996790409,3033996802421,12011,普通,1,1899329,0
79,3033996787449,3033996876415,88965,普通,1,1973324,0
83,3033996802681,3033996881901,79220,普通,1,1978810,0
81,3033996792327,3033996883655,91327,普通,1,1980563,0
82,3033996796387,3033996938936,142549,普通,1,2035844,0
85,3033996882142,3033996938997,56855,普通,1,2035906,0
88,3033996939457,3033996952489,13031,普通,1,2049397,0
86,3033996942392,3033997061494,119101,普通,1,2158403,0
84,3033996938884,3033997064152,125268,普通,1,2161061,0
89,3033997063123,3033997074163,11039,普通,1,2171071,0
90,3033997061761,3033997191848,130087,普通,1,2288757,0
87,3033997063530,3033997199110,135579,普通,1,2296019,0
92,3033997074523,3033997200094,125571,普通,1,2297003,0
91,3033997064421,3033997200124,135703,普通,1,2297033,0
95,3033997200317,3033997208842,8525,普通,1,2305750,0
93,3033997192117,3033997299529,107411,普通,1,2396437,0
97,3033997209118,3033997300348,91229,普通,1,2397257,0
96,3033997200366,3033997304076,103709,普通,1,2400984,0
99,3033997300583,3033997310011,9427,普通,1,2406919,0
94,3033997199483,3033997404247,204764,普通,1,2501156,0
101,3033997310336,3033997410704,100367,普通,1,2507613,0
98,3033997299809,3033997413724,113914,普通,1,2510633,0
299,3034004932809,3034004932809,0,普通,2,10029718,1

=== 执行统计 ===
第一笔交易开始时间: 3033994903091 微秒
最后一笔交易完成时间: 3033997413724 微秒
前100笔交易总执行时间(包含跨链延迟): 2510633 微秒
前100笔交易总执行时间(不含跨链延迟): 2510633 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
2,3034003747426,3034003760103,12676,普通,1,12676,0
1,3034003747543,3034003765419,17876,普通,1,17993,0
3,3034003747543,3034003767726,20183,普通,1,20300,0
4,3034003747582,3034003769144,21561,普通,1,21718,0
5,3034003760564,3034003880186,119622,普通,1,132760,0
7,3034003767973,3034003888592,120619,普通,1,141166,0
9,3034003880485,3034003891504,11019,普通,1,144078,0
6,3034003765844,3034003895198,129353,普通,1,147771,0
8,3034003769557,3034003981342,211784,普通,1,233916,0
11,3034003891749,3034003985098,93348,普通,1,237671,0
10,3034003888846,3034003993450,104604,普通,1,246024,0
12,3034003895475,3034003993467,97992,普通,1,246041,0
16,3034003993753,3034004111045,117292,普通,1,363619,0
14,3034003985341,3034004112963,127622,普通,1,365537,0
17,3034004111332,3034004117976,6643,普通,1,370550,0
15,3034003993699,3034004118631,124931,普通,1,371205,0
13,3034003981608,3034004120388,138779,普通,1,372961,0
21,3034004120645,3034004244865,124220,普通,1,497439,0
20,3034004118882,3034004246365,127482,普通,1,498939,0
19,3034004118230,3034004247854,129623,普通,1,500428,0
18,3034004113261,3034004248943,135682,普通,1,501516,0
22,3034004245914,3034004251274,5359,普通,1,503848,0
23,3034004246636,3034004373979,127342,普通,1,626553,0
26,3034004251520,3034004374658,123138,普通,1,627232,0
25,3034004249183,3034004376456,127272,普通,1,629030,0
24,3034004248183,3034004455586,207402,普通,1,708160,0
27,3034004457110,3034004459756,2645,普通,1,712330,0
29,3034004456309,3034004469971,13662,普通,1,722545,0
28,3034004374988,3034004471112,96124,普通,1,723686,0
31,3034004460139,3034004584037,123898,普通,1,836611,0
30,3034004455821,3034004587197,131376,普通,1,839771,0
33,3034004582554,3034004589806,7251,普通,1,842380,0
36,3034004592891,3034004595513,2621,普通,1,848087,0
32,3034004470254,3034004598006,127751,普通,1,850579,0
37,3034004595765,3034004684396,88630,普通,1,936970,0
35,3034004587591,3034004688467,100875,普通,1,941041,0
34,3034004584272,3034004694894,110622,普通,1,947468,0
39,3034004684665,3034004802389,117723,普通,1,1054963,0
38,3034004692431,3034004803447,111015,普通,1,1056021,0
40,3034004688726,3034004805942,117215,普通,1,1058516,0
44,3034004806191,3034004931551,125359,普通,1,1184124,0
45,3034004931868,3034004936170,4301,普通,1,1188743,0
43,3034004813750,3034004940635,126885,普通,1,1193209,0
47,3034004940864,3034004945440,4576,普通,1,1198014,0
42,3034004802634,3034005038474,235839,普通,1,1291048,0
41,3034004932605,3034005046468,113862,普通,1,1299041,0
48,3034004945679,3034005050110,104430,普通,1,1302684,0
50,3034005047126,3034005145963,98836,普通,1,1398536,0
51,3034005050357,3034005148338,97981,普通,1,1400912,0
49,3034005139679,3034005149771,10092,普通,1,1402345,0
46,3034005042598,3034005217962,175364,普通,1,1470536,0
54,3034005150014,3034005226679,76664,普通,1,1479252,0
53,3034005221791,3034005231930,10138,普通,1,1484503,0
52,3034005146379,3034005236822,90442,普通,1,1489396,0
55,3034005218267,3034005321133,102865,普通,1,1573706,0
56,3034005226930,3034005324495,97565,普通,1,1577069,0
57,3034005232170,3034005325471,93301,普通,1,1578045,0
60,3034005325345,3034005335755,10410,普通,1,1588329,0
61,3034005325697,3034005418803,93106,普通,1,1671377,0
58,3034005237073,3034005420625,183552,普通,1,1673199,0
62,3034005417904,3034005426249,8344,普通,1,1678822,0
59,3034005331303,3034005431066,99763,普通,1,1683640,0
65,3034005426524,3034005518230,91705,普通,1,1770803,0
64,3034005420889,3034005520017,99128,普通,1,1772591,0
63,3034005419044,3034005520574,101530,普通,1,1773148,0
67,3034005518492,3034005531283,12791,普通,1,1783857,0
69,3034005521191,3034005619179,97987,普通,1,1871752,0
66,3034005529099,3034005623943,94843,普通,1,1876517,0
70,3034005531907,3034005624877,92969,普通,1,1877451,0
71,3034005619836,3034005628905,9069,普通,1,1881479,0
68,3034005520299,3034005632800,112500,普通,1,1885373,0
72,3034005624882,3034005717108,92225,普通,1,1969681,0
75,3034005633042,3034005869238,236196,普通,1,2121812,0
76,3034005729490,3034005869731,140240,普通,1,2122305,0
73,3034005864126,3034005962434,98308,普通,1,2215008,0
74,3034005959111,3034005971820,12709,普通,1,2224394,0
77,3034005869523,3034005974405,104882,普通,1,2226979,0
79,3034005962835,3034006043853,81018,普通,1,2296427,0
78,3034005963127,3034006046739,83612,普通,1,2299313,0
82,3034006044093,3034006055591,11498,普通,1,2308165,0
80,3034005972068,3034006059833,87765,普通,1,2312406,0
81,3034005974754,3034006141773,167019,普通,1,2394347,0
85,3034006060092,3034006143509,83417,普通,1,2396083,0
83,3034006133927,3034006215311,81384,普通,1,2467884,0
87,3034006143769,3034006216545,72776,普通,1,2469119,0
86,3034006142074,3034006224614,82540,普通,1,2477188,0
89,3034006216904,3034006330852,113948,普通,1,2583426,0
88,3034006215630,3034006333645,118015,普通,1,2586219,0
84,3034006231004,3034006337353,106348,普通,1,2589927,0
91,3034006331446,3034006453692,122245,普通,1,2706266,0
92,3034006333901,3034006458529,124628,普通,1,2711103,0
93,3034006347874,3034006459783,111909,普通,1,2712357,0
90,3034006337798,3034006460663,122864,普通,1,2713237,0
96,3034006460078,3034006468601,8522,普通,1,2721175,0
94,3034006453920,3034006540202,86282,普通,1,2792776,0
97,3034006460951,3034006543249,82297,普通,1,2795822,0
98,3034006468836,3034006549168,80332,普通,1,2801741,0
95,3034006458819,3034006549270,90451,普通,1,2801844,0
101,3034006549702,3034006657413,107710,普通,1,2909987,0
100,3034006543781,3034006666521,122739,普通,1,2919094,0
249,3034013883884,3034013883884,0,普通,2,10136458,1

=== 执行统计 ===
第一笔交易开始时间: 3034003747426 微秒
最后一笔交易完成时间: 3034006666521 微秒
前100笔交易总执行时间(包含跨链延迟): 2919094 微秒
前100笔交易总执行时间(不含跨链延迟): 2919094 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
1,3034005734332,3034005744126,9793,普通,1,9793,0
3,3034005734794,3034005751191,16397,普通,1,16858,0
2,3034005734365,3034005751763,17397,普通,1,17430,0
4,3034005734916,3034005752902,17985,普通,1,18569,0
5,3034005744457,3034005898014,153556,普通,1,163681,0
8,3034005753120,3034005903716,150595,普通,1,169383,0
6,3034005751452,3034005903954,152502,普通,1,169621,0
7,3034005752018,3034005909560,157541,普通,1,175227,0
9,3034005898477,3034005911999,13521,普通,1,177666,0
10,3034005903984,3034006016631,112646,普通,1,282298,0
11,3034005904271,3034006021113,116841,普通,1,286780,0
12,3034005909808,3034006025521,115713,普通,1,291188,0
13,3034006011687,3034006025722,14035,普通,1,291390,0
14,3034006016870,3034006027343,10473,普通,1,293010,0
18,3034006027570,3034006107078,79507,普通,1,372745,0
19,3034006107340,3034006111227,3887,普通,1,376894,0
17,3034006026002,3034006118928,92925,普通,1,384595,0
16,3034006025799,3034006198620,172821,普通,1,464287,0
20,3034006111543,3034006202301,90757,普通,1,467968,0
22,3034006199364,3034006212295,12930,普通,1,477962,0
23,3034006202541,3034006213882,11341,普通,1,479549,0
21,3034006119575,3034006317748,198172,普通,1,583415,0
25,3034006214126,3034006318386,104260,普通,1,584053,0
27,3034006318622,3034006325166,6543,普通,1,590833,0
28,3034006325540,3034006442427,116887,普通,1,708094,0
15,3034006308802,3034006443844,135042,普通,1,709511,0
26,3034006318202,3034006444953,126751,普通,1,710620,0
24,3034006317560,3034006452359,134798,普通,1,718026,0
29,3034006451388,3034006542939,91550,普通,1,808606,0
30,3034006444114,3034006544140,100026,普通,1,809807,0
32,3034006452828,3034006546083,93255,普通,1,811750,0
33,3034006543190,3034006660229,117038,普通,1,925896,0
35,3034006546446,3034006660918,114471,普通,1,926585,0
31,3034006543088,3034006669708,126619,普通,1,935375,0
37,3034006661289,3034006739717,78428,普通,1,1005384,0
36,3034006660475,3034006741112,80636,普通,1,1006779,0
34,3034006664972,3034006749481,84508,普通,1,1015148,0
40,3034006741351,3034006750967,9615,普通,1,1016634,0
38,3034006750689,3034006875656,124967,普通,1,1141323,0
42,3034006751195,3034006880362,129166,普通,1,1146029,0
39,3034006740008,3034006883158,143149,普通,1,1148825,0
41,3034006750028,3034006885497,135468,普通,1,1151164,0
43,3034006875962,3034006978287,102325,普通,1,1243954,0
46,3034006885937,3034006981960,96023,普通,1,1247627,0
47,3034006978580,3034006987644,9064,普通,1,1253311,0
49,3034006988075,3034007089433,101358,普通,1,1355100,0
45,3034006883409,3034007090621,207212,普通,1,1356288,0
44,3034006977998,3034007097753,119755,普通,1,1363421,0
50,3034007100896,3034007103184,2288,普通,1,1368851,0
53,3034007103453,3034007183843,80389,普通,1,1449510,0
52,3034007178001,3034007186221,8220,普通,1,1451888,0
51,3034007178798,3034007313798,134999,普通,1,1579465,0
54,3034007184090,3034007320395,136305,普通,1,1586062,0
57,3034007414386,3034007417000,2613,普通,1,1682667,0
48,3034007319915,3034007436562,116647,普通,1,1702229,0
55,3034007186477,3034007548932,362454,普通,1,1814599,0
59,3034007436917,3034007553130,116212,普通,1,1818797,0
56,3034007419790,3034007562522,142732,普通,1,1828189,0
60,3034007549273,3034007673582,124309,普通,1,1939249,0
62,3034007562833,3034007683143,120310,普通,1,1948810,0
63,3034007673824,3034007685558,11733,普通,1,1951225,0
58,3034007681156,3034007686935,5778,普通,1,1952602,0
61,3034007676239,3034007795528,119288,普通,1,2061195,0
64,3034007683429,3034007799969,116539,普通,1,2065636,0
66,3034007687339,3034007805024,117684,普通,1,2070691,0
68,3034007800197,3034007930164,129967,普通,1,2195831,0
65,3034007803910,3034007941876,137965,普通,1,2207543,0
69,3034007939494,3034008054821,115326,普通,1,2320488,0
71,3034008052162,3034008059022,6860,普通,1,2324689,0
67,3034007935759,3034008060405,124645,普通,1,2326072,0
70,3034007930581,3034008065611,135030,普通,1,2331278,0
72,3034008055134,3034008157560,102425,普通,1,2423227,0
73,3034008059285,3034008173888,114602,普通,1,2439555,0
75,3034008065879,3034008183120,117240,普通,1,2448787,0
74,3034008181669,3034008286404,104734,普通,1,2552071,0
77,3034008174181,3034008295544,121362,普通,1,2561211,0
78,3034008183593,3034008300440,116847,普通,1,2566107,0
76,3034008288175,3034008301287,13111,普通,1,2566954,0
79,3034008286669,3034008410949,124279,普通,1,2676616,0
81,3034008300663,3034008413914,113251,普通,1,2679581,0
80,3034008295893,3034008422034,126141,普通,1,2687701,0
82,3034008302321,3034008424159,121837,普通,1,2689826,0
83,3034008411413,3034008516630,105217,普通,1,2782297,0
84,3034008414929,3034008519036,104107,普通,1,2784704,0
86,3034008424427,3034008650708,226280,普通,1,2916375,0
85,3034008653907,3034008657689,3782,普通,1,2923356,0
88,3034008651695,3034008662633,10938,普通,1,2928300,0
89,3034008653286,3034008752611,99324,普通,1,3018278,0
87,3034008516909,3034008753338,236429,普通,1,3019005,0
91,3034008663029,3034008762136,99107,普通,1,3027803,0
90,3034008752496,3034008875279,122783,普通,1,3140946,0
93,3034008753634,3034008876563,122928,普通,1,3142230,0
95,3034008875543,3034008888244,12700,普通,1,3153911,0
94,3034008762408,3034008891926,129517,普通,1,3157593,0
92,3034008752835,3034008892248,139413,普通,1,3157916,0
97,3034008888489,3034008976986,88496,普通,1,3242653,0
100,3034008977238,3034008983759,6520,普通,1,3249426,0
99,3034008892522,3034008989685,97163,普通,1,3255352,0
98,3034008892368,3034008990172,97804,普通,1,3255839,0
96,3034008887804,3034009086589,198785,普通,1,3352256,0
218,3034015814332,3034015814332,0,普通,2,10079999,1

=== 执行统计 ===
第一笔交易开始时间: 3034005734332 微秒
最后一笔交易完成时间: 3034009086589 微秒
前100笔交易总执行时间(包含跨链延迟): 3352256 微秒
前100笔交易总执行时间(不含跨链延迟): 3352256 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
2,3034007141784,3034007151371,9586,普通,1,9586,0
4,3034007142092,3034007155451,13359,普通,1,13666,0
3,3034007141854,3034007163317,21462,普通,1,21532,0
1,3034007141784,3034007313622,171838,普通,1,171837,0
6,3034007155748,3034007316125,160377,普通,1,174340,0
5,3034007151858,3034007316482,164624,普通,1,174698,0
9,3034007316376,3034007322454,6078,普通,1,180669,0
11,3034007322708,3034007329507,6798,普通,1,187722,0
10,3034007316784,3034007422324,105540,普通,1,280539,0
7,3034007163598,3034007438567,274969,普通,1,296782,0
13,3034007432050,3034007438676,6626,普通,1,296892,0
8,3034007313921,3034007438999,125078,普通,1,297215,0
12,3034007329764,3034007556992,227227,普通,1,415207,0
15,3034007438912,3034007566908,127996,普通,1,425123,0
17,3034007557235,3034007571382,14146,普通,1,429597,0
16,3034007439367,3034007573992,134624,普通,1,432207,0
14,3034007438877,3034007575002,136125,普通,1,433217,0
18,3034007567125,3034007578167,11042,普通,1,436382,0
19,3034007571630,3034007691113,119482,普通,1,549328,0
22,3034007578431,3034007691170,112739,普通,1,549385,0
20,3034007574298,3034007799769,225471,普通,1,657985,0
24,3034007691407,3034007800808,109401,普通,1,659024,0
23,3034007691338,3034007805553,114215,普通,1,663768,0
26,3034007801366,3034007818837,17470,普通,1,677052,0
27,3034007806049,3034007820097,14047,普通,1,678312,0
21,3034007797451,3034007932795,135343,普通,1,791010,0
25,3034007800126,3034007942872,142745,普通,1,801087,0
28,3034007942640,3034007952257,9616,普通,1,810472,0
29,3034007820349,3034008057380,237031,普通,1,915596,0
30,3034007933054,3034008068282,135227,普通,1,926497,0
33,3034008059523,3034008073699,14176,普通,1,931915,0
32,3034007952547,3034008075690,123142,普通,1,933905,0
31,3034008064292,3034008163227,98935,普通,1,1021443,0
34,3034008068521,3034008171447,102926,普通,1,1029663,0
37,3034008163876,3034008173803,9926,普通,1,1032018,0
35,3034008073938,3034008181535,107597,普通,1,1039750,0
39,3034008175535,3034008186127,10592,普通,1,1044342,0
40,3034008285153,3034008287789,2636,普通,1,1146004,0
41,3034008186359,3034008300805,114445,普通,1,1159020,0
36,3034008170508,3034008300935,130426,普通,1,1159150,0
38,3034008176328,3034008302030,125702,普通,1,1160245,0
42,3034008288080,3034008414874,126794,普通,1,1273089,0
46,3034008422862,3034008425688,2826,普通,1,1283903,0
45,3034008302295,3034008518505,216210,普通,1,1376721,0
44,3034008427038,3034008521243,94205,普通,1,1379459,0
49,3034008521479,3034008525735,4256,普通,1,1383950,0
48,3034008518777,3034008529638,10860,普通,1,1387853,0
51,3034008530094,3034008653119,123024,普通,1,1511334,0
50,3034008526012,3034008750170,224157,普通,1,1608385,0
43,3034008665109,3034008764567,99458,普通,1,1622782,0
47,3034008667257,3034008892274,225017,普通,1,1750489,0
53,3034008757460,3034008895702,138241,普通,1,1753917,0
55,3034008892586,3034008899088,6501,普通,1,1757304,0
54,3034008764820,3034009013097,248277,普通,1,1871312,0
56,3034009008610,3034009019681,11070,普通,1,1877897,0
59,3034009151807,3034009155190,3383,普通,1,2013405,0
57,3034009014320,3034009155404,141084,普通,1,2013619,0
52,3034009006754,3034009167530,160775,普通,1,2025745,0
58,3034009013448,3034009252412,238964,普通,1,2110627,0
63,3034009252708,3034009256680,3972,普通,1,2114896,0
61,3034009155657,3034009259249,103592,普通,1,2117464,0
62,3034009167881,3034009260185,92304,普通,1,2118401,0
65,3034009260504,3034009361593,101088,普通,1,2219808,0
60,3034009155577,3034009362109,206532,普通,1,2220324,0
67,3034009362077,3034009364733,2655,普通,1,2222948,0
66,3034009260468,3034009371658,111190,普通,1,2229873,0
68,3034009362326,3034009375278,12951,普通,1,2233494,0
64,3034009370456,3034009565802,195345,普通,1,2424017,0
70,3034009371915,3034009566486,194570,普通,1,2424701,0
71,3034009375629,3034009588711,213082,普通,1,2446926,0
73,3034009571244,3034009691560,120316,普通,1,2549775,0
72,3034009566407,3034009702173,135766,普通,1,2560388,0
76,3034009702440,3034009706310,3869,普通,1,2564525,0
